index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
35	0.0	0	0.3	ctt14	7922	10000	0.0	34604.57	0	0.7922
36	0.0	0	0.3	ctt2_ctt14	3681	10000	0.0	34672.81	0	0.3681
37	1.0	0	0.3	ctt2_ctt10	2833	10000	0.0	35203.86	0	0.2833
38	0.0	0	0.3	ctc10_ctc18	6151	10000	1.0	34770.31	0	0.6151
39	1.0	0	0.3	ctc10_ctc6	5278	10000	0.0	34557.52	0	0.5278
40	1.0	0	0.3	ctc18	7860	10000	0.0	34879.69	0	0.786
41	1.0	0	0.3	ctc18_ctc14	6975	10000	0.0	34747.47	0	0.6975
42	0.0	0	0.3	ctt18_ctt6	5311	10000	0.0	34785.17	0	0.5311
43	1.0	0	0.3	ctt14	7657	10000	0.0	34185.97	0	0.7657
44	1.0	0	0.3	ctc18_ctc6	5635	10000	0.0	35407.59	0	0.5635
45	1.0	0	0.3	ctc10	7338	10000	0.0	34600.85	0	0.7338
46	0.0	0	0.3	ctt10_ctt18	3174	10000	1.0	34916.4	0	0.3174
47	0.0	0	0.3	ctc2_ctc10	3936	10000	0.0	35115.73	0	0.3936
48	0.0	0	0.3	ctc10_ctc6	5342	10000	0.0	34718.55	0	0.5342
49	0.0	0	0.3	ctt2	3771	10000	1.0	34677.45	0	0.3771
50	1.0	0	0.3	ctc14_ctc6	5542	10000	0.0	34617.49	0	0.5542
51	0.0	0	0.3	ctc18_ctc14	6702	10000	1.0	34459.65	0	0.6702
52	0.0	0	0.3	ctc14_ctc6	4906	10000	1.0	34453.79	0	0.4906
53	1.0	0	0.3	ctt10_ctt14	4071	10000	0.0	34550.37	0	0.4071
54	1.0	0	0.3	ctt14_ctt6	4694	10000	0.0	34544.18	0	0.4694
55	0.0	0	0.3	ctc6	6201	10000	0.0	35396.34	0	0.6201
56	1.0	0	0.3	ctt2_ctt14	3521	10000	0.0	34979.11	0	0.3521
57	0.0	0	0.3	ctc6	6245	10000	1.0	35128.95	0	0.6245
58	0.0	0	0.3	ctc18	8260	10000	0.0	34904.88	0	0.826
59	1.0	0	0.3	ctt10	4379	10000	0.0	34622.01	0	0.4379
60	0.0	0	0.3	ctc10_ctc18	7387	10000	0.0	34562.07	0	0.7387
61	1.0	0	0.3	ctt2	3757	10000	0.0	34865.42	0	0.3757
62	0.0	0	0.3	ctc18_ctc14	7472	10000	0.0	35307.29	0	0.7472
63	0.0	0	0.3	ctt10	4508	10000	0.0	35311.62	0	0.4508
64	0.0	0	0.3	ctt2_ctt10	1633	10000	1.0	35173.21	0	0.1633
65	0.0	0	0.3	ctt18_ctt14	6843	10000	0.0	35325.8	0	0.6843
66	0.0	0	0.3	ctt10_ctt14	4373	10000	0.0	34637.02	0	0.4373
67	0.0	0	0.3	ctc2_ctc10	3122	10000	1.0	34426.98	0	0.3122
68	0.0	0	0.3	ctc2_ctc6	3866	10000	0.0	35067.94	0	0.3866
69	0.0	0	0.3	ctc18_ctc6	5040	10000	1.0	34950.33	0	0.504
70	0.0	0	0.3	ctt2_ctt6	3487	10000	0.0	34559.82	0	0.3487
71	0.0	0	0.3	ctt18	7470	10000	1.0	35241.68	0	0.747
72	0.0	0	0.3	ctt2_ctt18	2851	10000	1.0	35131.31	0	0.2851
73	0.0	0	0.3	ctt6	5109	10000	1.0	34869.73	0	0.5109
74	0.0	0	0.3	ctt18_ctt14	5819	10000	1.0	34655.65	0	0.5819
75	0.0	0	0.3	ctc14	8303	10000	0.0	34767.52	0	0.8303
76	0.0	0	0.3	ctc2_ctc14	3932	10000	0.0	34982.68	0	0.3932
77	0.0	0	0.3	ctc2_ctc14	3481	10000	1.0	34598.72	0	0.3481
78	0.0	0	0.3	ctt18_ctt6	3699	10000	1.0	34755.04	0	0.3699
79	0.0	0	0.3	ctc18	8066	10000	1.0	34628.34	0	0.8066
80	0.0	0	0.3	ctc10_ctc6	4678	10000	1.0	34389.81	0	0.4678
81	0.0	0	0.3	ctc2_ctc18	3510	10000	1.0	34342.21	0	0.351
82	0.0	0	0.3	ctt10_ctt18	4390	10000	0.0	34837.6	0	0.439
83	0.0	0	0.3	ctt2_ctt14	3052	10000	1.0	34827.21	0	0.3052
84	1.0	0	0.3	ctc14	8088	10000	0.0	35194.25	0	0.8088
85	0.0	0	0.3	ctt6	5338	10000	0.0	34829.16	0	0.5338
86	1.0	0	0.3	ctt18_ctt6	4538	10000	0.0	34366.27	0	0.4538
87	0.0	0	0.3	ctc2	3971	10000	0.0	34995.28	0	0.3971
88	1.0	0	0.3	ctt18	7168	10000	0.0	34188.51	0	0.7168
89	1.0	0	0.3	ctc2_ctc14	3826	10000	0.0	34896.94	0	0.3826
